LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,target_variable
360000,2,2,1,39,-2,-2,4201,0,0,0,1
500000,2,1,1,37,1,-1,0,17250,17250,3037,0
270000,2,4,1,33,-2,-2,0,0,0,1205,0
140000,2,3,1,33,-1,-1,1247,1654,1654,840,0
120000,2,2,2,33,-2,-2,0,0,0,0,0
210000,2,2,1,34,0,0,205475,206616,9500,9207,0
300000,2,1,1,35,-1,-1,5345,0,0,0,0
360000,2,2,1,41,0,0,4528,6365,2000,2000,0
120000,2,2,1,27,-1,-1,1164,1844,1671,380,0
430000,2,1,2,29,0,0,42130,34785,1000,0,0
250000,2,2,2,27,0,0,4883,3090,2500,1000,0
180000,2,1,2,29,-1,-1,326,326,326,546,1
170000,2,2,1,29,0,0,56980,55889,3000,2236,0
500000,2,1,1,36,0,0,64266,47971,26000,11725,0
20000,2,2,1,37,-1,-1,425,1626,1629,460,0
200000,2,5,1,43,0,0,132823,132700,71998,116000,0
50000,2,2,1,48,0,0,46589,48009,2500,2174,0
120000,2,1,2,34,-1,-1,515,882,882,6900,0
340000,2,2,1,31,0,0,192860,189272,7332,5008,0
80000,2,1,2,32,-1,-1,5566,5783,6000,6011,0
90000,2,2,1,33,0,0,3817,8545,5000,1285,0
90000,2,2,1,32,0,0,39664,24589,1657,1676,0
80000,2,1,1,32,-1,-1,1784,871,871,3381,0
170000,2,2,2,46,0,0,162110,156444,6000,6000,0
230000,2,1,2,29,-1,-1,33147,1672,1672,3677,0
290000,2,2,2,30,-2,-2,4603,2698,2699,6491,0
360000,2,2,1,44,1,2,48114,47044,0,1900,0
270000,2,2,1,43,-1,-1,94125,1321,1326,920,0
60000,2,3,1,43,0,0,49340,49116,4570,5348,0
360000,2,2,2,33,0,0,7157,8446,2000,1501,0
100000,2,1,2,28,0,0,20068,21226,1800,2000,0
180000,2,5,1,44,0,0,20916,0,0,850,0
80000,2,2,1,31,-2,-2,3506,2372,2372,2988,0
80000,2,2,1,34,-2,-2,0,0,0,0,0
220000,2,2,1,35,0,0,45739,46975,2000,2000,0
240000,2,2,1,43,1,-2,0,0,0,0,0
210000,2,2,2,44,0,0,308361,314507,9408,10300,1
270000,2,2,1,34,0,0,106600,109383,4500,5800,0
170000,2,2,2,44,0,-1,2376,2870,2870,390,1
190000,2,3,2,29,0,0,132669,134605,6000,6000,0
200000,2,1,2,31,-1,2,2500,2500,0,0,1
240000,2,2,1,32,0,0,234774,231155,10000,11000,0
150000,2,2,1,34,0,0,23900,22164,1329,3107,0
90000,2,3,1,44,-1,-1,421,9522,9422,0,0
400000,2,3,1,44,0,0,35504,36680,5025,5044,0
420000,2,2,1,46,0,0,347531,345620,13503,15031,0
140000,2,1,2,25,0,0,52196,16982,2000,5000,0
50000,2,3,1,48,0,0,50411,48409,5000,2000,0
210000,2,2,1,46,0,0,134700,132799,6149,4100,0
210000,2,1,2,30,0,0,87292,89534,4600,3789,0
180000,2,2,1,41,-1,-1,4351,11953,12069,9443,0
100000,2,1,2,30,-1,-1,430,35993,35993,2772,0
300000,2,1,1,34,-1,-1,56,0,0,849,0
250000,2,2,2,36,-1,-1,396,396,396,396,0
200000,2,1,2,33,0,0,19572,28858,10000,25000,0
380000,2,1,1,33,0,0,372926,354068,13248,9543,0
30000,2,1,2,25,0,0,26417,27421,1448,1600,0
80000,2,2,1,31,0,0,70492,68652,2806,4006,1
300000,2,2,1,27,1,2,311987,305417,0,12500,0
240000,2,1,1,38,1,-1,-25,4078,4103,2223,0
80000,2,1,2,23,0,0,25084,20685,1500,12000,0
280000,2,2,2,27,0,0,272507,219510,8533,8888,0
50000,2,2,2,36,0,0,23368,27050,4400,761,1
200000,2,2,1,36,2,0,197810,201362,9051,7000,1
210000,2,2,2,32,-2,-2,355,975,979,412,0
160000,2,2,2,31,0,0,112878,118601,8000,5014,0
130000,2,1,1,43,-2,-2,2798,2732,3228,8141,0
300000,2,2,1,39,0,0,301945,307650,13700,0,0
50000,2,2,1,41,1,3,21638,21008,0,0,1
150000,2,2,1,40,-1,-1,16019,0,0,7937,0
500000,2,2,1,43,-2,-2,10330,12320,12320,12209,0
270000,2,2,1,34,0,0,203657,194792,10015,6538,0
500000,2,1,1,43,-2,-2,270,9390,9483,0,0
200000,2,2,1,40,0,0,21464,22065,2000,2000,0
300000,2,1,2,33,-1,-1,13889,1465,1465,2095,0
230000,2,2,2,40,0,0,164208,161207,7105,1762,0
500000,2,1,2,37,-1,-1,5946,132696,140000,25012,0
80000,2,1,2,38,-2,-2,2431,29426,31386,5296,0
500000,2,1,2,42,0,0,237066,171440,20000,50000,0
30000,2,3,1,44,0,0,29263,27516,1441,1597,0
170000,2,2,1,41,-2,-2,736,736,736,1156,0
70000,2,2,2,37,0,0,69099,69684,3018,3400,0
310000,2,2,1,46,-1,-1,12479,423,423,430,0
50000,2,1,1,41,1,2,45313,46262,2000,4000,0
180000,2,2,2,44,0,0,25706,30251,5000,1900,0
310000,2,1,2,35,0,0,192454,196708,9088,7044,0
500000,2,1,1,39,-2,-2,4419,2584,2584,4524,0
330000,2,2,2,41,0,0,76279,79179,4179,5000,0
150000,2,4,3,49,1,-2,-260,-2835,4,7920,0
110000,2,2,2,42,0,0,106478,107517,3951,4276,0
230000,2,2,1,46,-1,-1,782,316,316,0,1
50000,2,1,1,46,1,-2,10372,-110,110,1794,0
60000,2,3,2,40,-1,-1,728,0,22,10785,0
250000,2,1,1,32,1,-1,-154973,59514,225066,198031,0
450000,2,1,2,46,-2,-2,2656,1861,1861,0,0
260000,2,2,2,33,2,2,258150,265961,20485,27,1
380000,2,2,1,45,0,0,220208,225537,9000,9000,0
240000,2,1,2,38,-2,-2,3816,3816,3816,3816,0
30000,2,3,1,34,-2,-1,14840,8435,10483,6998,1
90000,2,2,1,43,-2,-2,0,0,0,0,0
230000,2,2,1,43,0,0,226319,230825,9309,8795,1
60000,2,2,1,45,0,0,57966,3751,1900,72334,0
170000,2,2,1,38,0,0,9550,5556,1055,0,0
440000,2,1,1,41,-1,-1,3982,12516,16282,16031,0
120000,2,2,1,37,-1,-1,15591,17156,7227,683,0
240000,2,1,1,37,0,0,180517,175125,8022,6161,0
260000,2,1,1,42,-1,-1,2788,4046,4058,2800,0
300000,2,2,2,43,0,0,36062,37055,1897,2196,0
190000,2,4,1,34,-1,-1,7251,11990,11996,39382,0
110000,2,1,1,43,0,0,33794,10570,6725,0,1
280000,2,2,1,38,0,0,242864,237821,11000,11000,0
220000,2,2,1,40,-1,-1,1129,227,227,0,0
280000,2,1,2,36,-1,-1,4126,7001,7065,13046,0
70000,2,2,1,39,3,2,20392,19772,0,3100,1
500000,2,2,1,36,0,0,352986,352870,13016,13172,0
130000,2,2,2,36,0,0,118410,87199,5001,5001,0
610000,2,1,2,43,0,0,403546,418882,25002,8000,0
210000,2,1,2,35,-2,-2,6518,14265,14272,9890,0
210000,2,2,1,45,0,0,203273,188955,6515,7113,0
80000,2,3,0,37,-2,-2,600,0,0,0,0
150000,2,1,1,33,2,2,105610,106885,4500,5000,1
160000,2,1,1,33,1,-2,0,0,0,0,0
150000,2,5,1,34,0,0,14967,17705,3000,2000,0
130000,2,3,1,45,-1,-1,780,0,0,780,0
210000,2,2,1,40,-2,-2,2245,1789,1794,4326,0
360000,2,2,1,42,-1,0,64268,45659,2339,4564,0
500000,2,2,1,45,-2,-2,443118,155322,155484,67533,0
220000,2,1,2,33,-1,2,652,326,0,1070,0
320000,2,2,1,46,-2,-2,15176,24845,24969,12743,0
220000,2,1,1,41,8,7,246915,243234,0,0,1
80000,2,2,2,32,0,0,50189,57701,10000,10000,0
210000,2,5,2,32,-2,-2,0,0,0,0,0
160000,2,1,1,32,0,0,111907,106109,3805,2993,0
160000,2,1,2,33,-1,-1,699,0,0,26808,1
440000,2,1,1,36,0,-1,14234,11061,11066,19669,0
90000,2,2,1,36,1,-1,0,950,950,628,0
230000,2,3,1,37,0,0,225800,228342,8440,6100,0
180000,2,1,2,33,1,-1,0,4163,4163,7683,0
440000,2,2,1,32,2,0,339410,324469,11500,11129,0
200000,2,1,1,41,1,-1,2217,61328,61634,2877,1
220000,2,2,1,41,-2,-2,24435,2131,2142,36204,0
360000,2,2,1,39,-1,2,1220,330,170,0,0
120000,2,1,2,27,-1,-1,934,0,0,0,1
20000,2,1,2,27,0,0,5635,5735,1186,1300,0
230000,2,1,2,28,-1,2,2376,2178,0,27446,0
30000,2,2,2,29,-2,-2,647,1222,1222,249,0
160000,2,1,2,29,0,0,157067,155760,5708,7424,1
170000,2,2,2,29,0,0,69314,65083,2330,3028,0
140000,2,1,2,29,1,-1,0,1216,1216,2698,0
160000,2,1,1,33,-1,2,7845,2956,0,3161,1
500000,2,1,2,36,0,-1,13302,1040,1051,3722,0
80000,2,3,1,31,0,0,62636,61808,5000,4000,1
150000,2,1,1,32,0,0,23364,22846,1450,5779,0
30000,2,1,2,46,0,0,18910,20592,2000,2000,0
180000,2,2,1,47,-1,-1,11900,4256,4256,4000,0
150000,2,2,1,41,2,2,68571,69845,3000,3300,1
320000,2,1,2,32,-1,0,13122,6796,1500,8000,0
440000,2,1,2,33,0,0,164269,160608,5666,5802,0
200000,2,2,1,38,-2,-2,1430,6002,6002,2400,0
200000,2,2,1,45,-1,2,8934,5264,0,2491,0
230000,2,1,1,35,0,0,6012,0,78,1897,1
350000,2,1,2,38,-2,-2,10354,29812,29916,15217,0
100000,2,1,2,31,-2,-2,1500,3794,3794,0,0
360000,2,3,2,45,-2,-2,0,0,0,0,1
210000,2,1,2,31,0,0,202064,206107,6000,6000,0
360000,2,1,1,32,0,0,317024,313710,11200,12112,0
200000,2,1,2,32,-1,-1,14279,3904,3904,24277,0
230000,2,1,1,34,-2,-2,711,-1,0,0,0
180000,2,5,1,41,-1,-1,22777,20311,20328,20789,0
170000,2,2,2,47,0,0,34804,35525,1600,2000,0
50000,2,2,1,40,0,0,6732,9052,2441,0,0
180000,2,2,2,37,1,2,37095,32881,0,3042,0
100000,2,1,1,47,1,-2,-84,-474,0,3000,1
150000,2,1,2,28,0,0,82559,84681,3500,4000,0
180000,2,1,2,33,-2,-2,8492,5199,5199,9973,0
280000,2,2,2,33,0,0,55709,51834,9441,2691,0
150000,2,2,2,40,-2,-2,8482,3493,3514,4724,0
100000,2,2,1,36,2,2,78063,79346,3500,3300,1
70000,2,2,1,37,0,0,66447,66759,2391,2518,1
220000,2,2,1,38,2,0,166513,163731,7400,7600,0
240000,2,2,1,41,-2,-2,0,0,0,0,1
710000,2,4,2,32,0,0,377249,382116,11000,12000,0
470000,2,2,2,33,-2,-2,0,0,0,0,1
80000,2,2,1,46,-1,-1,390,390,390,390,1
180000,2,3,1,49,0,0,162567,163900,5821,5000,1
250000,2,2,1,32,0,0,195044,198294,8000,7478,0
690000,2,3,2,34,0,0,390757,397292,14724,19118,0
340000,2,1,2,45,0,0,68288,70573,15000,13500,0
220000,2,2,2,47,0,0,103078,111729,10000,6500,0
60000,2,3,2,44,2,2,11847,62478,55887,0,1
80000,2,2,2,30,-1,-1,5919,5545,5548,2154,0
290000,2,1,1,36,-2,-2,3602,6107,6107,4538,0
170000,2,3,2,41,0,0,76704,50301,2405,2000,0
90000,2,3,0,42,0,0,12174,15035,3072,0,1
130000,2,1,2,31,0,0,133845,126804,7000,7000,0
200000,2,3,1,32,-2,-2,1380,3706,3706,18458,0
360000,2,2,2,35,0,0,35327,42032,10000,2453,0
240000,2,1,1,37,0,0,157668,165762,10762,10429,0
60000,2,1,1,28,0,0,46233,47263,2100,2500,0
130000,2,2,2,42,1,2,117391,119378,5400,6000,0
310000,2,2,2,32,0,0,325056,327591,13294,12131,0
80000,2,2,2,28,2,2,260,130,0,130,1
70000,2,2,2,30,0,0,10705,58825,50071,0,0
180000,2,2,1,31,0,0,115400,26721,2006,1407,0
110000,2,2,1,45,0,0,36267,37234,1587,1694,0
30000,2,3,2,47,0,0,29851,30451,1500,1695,0
200000,2,2,2,27,0,0,125854,127843,4775,6579,0
30000,2,5,1,33,0,0,25083,25244,1406,1838,0
210000,2,1,2,27,-1,2,780,390,0,390,1
80000,2,5,1,30,-2,-2,0,0,0,0,0
120000,2,3,1,40,0,0,97886,74638,3003,2823,0
30000,2,2,1,43,-1,-1,10443,4503,4503,9000,0
490000,2,2,2,33,0,0,58308,64927,10000,8160,0
260000,2,5,1,41,-1,-1,2398,2289,2294,3601,0
230000,2,2,2,30,-1,-1,3948,5899,5899,4080,1
110000,2,2,1,46,0,-1,2359,2410,2410,2151,1
150000,2,2,2,40,0,0,76282,78800,3705,4000,0
170000,2,2,1,29,0,0,79091,62575,2235,2493,0
90000,2,2,1,35,0,0,35232,38329,4000,0,0
70000,2,3,1,40,0,0,14896,0,0,0,0
100000,2,1,2,28,1,2,102122,96193,322,3600,0
50000,2,3,1,34,0,0,24203,23708,1367,1741,0
30000,2,2,1,35,0,0,30471,30578,1472,2000,0
280000,2,2,1,37,0,0,252814,255974,10610,10018,1
210000,2,3,1,41,0,0,59071,58830,2000,17864,0
20000,2,3,0,35,0,-1,3975,362,362,2000,0
250000,2,5,1,33,0,0,211084,211577,6934,7000,0
70000,2,2,1,34,0,0,43662,44733,1800,1764,1
120000,2,1,2,34,0,0,8113,8796,2000,5312,0
300000,2,1,2,36,-2,-2,230,469,469,899,0
310000,2,2,1,39,-2,-2,360,360,360,360,0
20000,2,3,2,34,-2,-2,0,0,0,0,1
50000,2,2,2,37,0,-1,16090,38710,38710,5000,0
100000,2,2,1,32,0,0,98908,60868,2749,4800,0
280000,2,2,1,44,-1,-1,9713,264,264,252,0
210000,2,2,1,37,-2,-2,2978,1798,1798,379,0
290000,2,3,2,47,-1,-1,1163,6619,6650,0,0
160000,2,1,1,36,-2,-2,25386,2542,2549,2916,0
100000,2,2,1,41,2,-1,155351,159591,105200,6035,1
280000,2,2,2,37,-1,-1,1876,2716,2716,1876,0
200000,2,2,1,32,-2,-2,899,-1,0,0,0
180000,2,2,2,33,-1,-1,3316,3385,3446,6186,0
240000,2,1,2,34,1,-2,-25,-25,0,2087,0
180000,2,2,2,35,0,0,174068,160979,10000,10092,0
180000,2,2,1,36,-2,-2,0,0,0,0,0
50000,2,2,2,35,1,2,18544,17954,0,4351,0
30000,2,3,2,38,2,0,24524,25546,1426,3700,1
180000,2,2,1,40,0,-1,144481,1620,1620,337,0
50000,2,1,1,38,2,3,64760,60747,2000,0,0
230000,2,3,1,47,0,0,182787,173108,7000,5665,0
60000,2,2,1,31,0,0,49581,35465,1500,1600,0
50000,2,3,2,32,0,0,48237,49097,1755,1614,0
280000,2,1,1,32,0,0,137630,116209,6000,6000,0
170000,2,2,1,45,-1,-1,12847,9807,9807,5000,0
110000,2,2,1,36,-1,-1,2002,1056,1056,4756,1
70000,2,3,1,35,2,-1,1183,41263,41263,2500,1
90000,2,3,1,47,2,2,92454,94156,4100,0,1
260000,2,1,1,36,0,0,10942,7045,3000,246,0
60000,2,2,1,33,0,0,57810,56189,2100,3000,0
320000,2,2,1,37,2,2,289260,297888,14500,12001,0
160000,2,2,2,39,-1,-1,2828,1473,1473,8404,0
230000,2,1,2,33,1,-1,-3,4532,4535,0,0
50000,2,2,2,48,-1,0,1309,2158,1000,1787,0
180000,2,2,2,36,-1,-1,25359,28432,28703,1535,0
390000,2,2,2,45,0,0,60082,58694,5000,5000,0
290000,2,2,2,41,0,0,286391,140960,10000,5620,0
290000,2,2,1,35,0,0,32485,21080,10000,430,0
30000,2,3,1,46,0,0,29003,28544,1500,2000,0
100000,2,1,1,38,1,-2,0,0,0,0,0
190000,2,2,1,34,1,-2,-18,-18,0,0,0
200000,2,1,2,35,-2,-2,441,0,0,3514,0
180000,2,3,2,32,0,0,4480,7354,3000,3000,0
250000,2,2,1,45,-1,0,3233,13244,12716,12158,0
80000,2,2,1,39,0,0,41753,42956,2200,2000,0
140000,2,2,1,37,0,0,137545,136820,6206,6100,0
260000,2,2,1,40,0,0,35211,43944,40000,48058,0
360000,2,1,2,39,-1,-1,1070,0,0,0,1
250000,2,2,1,45,-2,-2,2218,4912,4940,416,0
320000,2,1,1,36,-1,-1,7225,9336,9386,13,0
100000,2,2,1,42,0,0,63984,65917,3000,4000,0
340000,2,1,1,36,0,0,183898,185268,60075,160444,0
230000,2,2,2,41,-2,-2,24477,23722,23722,4791,0
150000,2,3,1,43,0,0,18308,19973,1973,1353,1
60000,2,3,1,48,0,0,49890,51060,2000,2000,0
500000,2,3,2,48,-2,-2,83948,25321,25325,14364,0
10000,2,2,2,48,1,2,3133,1473,0,9196,0
140000,2,3,1,39,0,0,73166,66565,3112,20000,0
90000,2,2,2,33,0,0,89129,89543,3308,3014,0
390000,2,2,2,39,0,0,53386,52746,2000,5000,0
150000,2,1,1,38,-1,-1,9474,0,0,0,0
170000,2,2,2,48,0,0,24953,24334,2000,2000,0
400000,2,2,1,34,-1,-1,41305,206028,206032,21153,0
180000,2,2,1,38,0,0,151031,152510,7011,5657,0
440000,2,2,1,44,0,0,70548,42651,20000,0,0
340000,2,1,2,36,-1,-1,3474,1974,1974,2774,0
170000,2,2,1,45,1,2,110970,117076,9460,0,1
280000,2,1,2,46,-1,-1,2475,1236,1236,2726,0
320000,2,5,1,46,-2,-2,17849,5149,5149,16654,0
190000,2,5,1,40,0,0,58783,59881,3100,80000,0
210000,2,2,1,42,-1,-1,1708,2928,2928,0,0
110000,2,2,1,43,1,2,100987,101941,4600,0,0
90000,2,2,2,34,0,0,30026,29239,2000,1518,0
500000,2,1,1,44,-1,-1,29178,26963,26963,33169,0
50000,2,2,2,36,0,0,29647,30845,2000,2800,1
210000,2,1,2,39,-1,-1,5119,20927,20965,3702,0
80000,2,2,1,37,2,2,1662,3347,2427,1000,1
320000,2,2,1,42,-1,-1,2862,18729,18729,23421,0
50000,2,3,1,45,0,0,48169,48163,2400,2500,0
270000,2,2,2,34,-2,-2,128620,2222,2222,9076,0
30000,2,3,2,39,0,0,28467,22308,2000,3000,0
150000,2,3,2,35,-1,2,1877,709,0,2264,0
140000,2,2,1,41,0,0,56379,51993,1855,1913,0
120000,2,3,1,42,-1,-1,2386,780,1000,2826,0
300000,2,1,1,31,0,0,147277,149893,7000,7000,0
480000,2,1,1,43,0,0,276681,282328,5647,5792,0
460000,2,1,1,37,1,2,268775,262956,0,9737,1
280000,2,2,1,39,0,0,269472,253792,8229,150062,0
50000,2,3,1,31,0,0,44115,44619,1652,1906,0
350000,2,1,2,32,-2,-2,384,717,717,409,0
300000,2,2,2,32,0,0,114690,117682,4682,4777,0
380000,2,1,2,33,-2,-2,11924,16615,16615,3273,0
190000,2,1,2,33,-2,-2,211,4031,4031,6045,0
230000,2,2,2,35,-2,-2,0,0,0,0,1
390000,2,2,1,35,2,2,62474,62878,2757,0,0
220000,2,0,1,35,-2,-2,0,319,319,10567,0
120000,2,2,1,41,0,0,118131,116607,4211,3710,1
300000,2,2,2,49,1,-2,0,0,0,0,0
210000,2,1,2,42,-1,-1,4131,24255,24255,7862,0
50000,2,2,1,37,0,0,50664,49163,3000,2500,0
330000,2,1,2,44,2,0,238795,243621,10300,21400,1
110000,2,3,1,42,0,0,110191,110736,3200,2450,0
20000,2,1,2,37,1,-2,0,0,0,0,0
150000,2,2,1,40,0,-1,6369,5215,5215,4090,0
140000,2,3,1,39,0,0,127896,131764,7500,6500,0
160000,2,1,1,40,-1,-1,661,2881,2881,362,0
260000,2,3,1,38,-1,-1,1973,1973,1973,1973,0
150000,2,3,1,45,1,-2,0,0,0,0,0
50000,2,2,1,33,0,0,34065,35422,3000,2011,0
80000,2,3,1,36,0,0,65205,72922,20000,5000,0
270000,2,2,1,37,-1,-1,304,-22,0,0,0
60000,2,2,1,40,0,0,58127,59345,2800,2200,0
50000,2,2,1,45,0,0,15240,16252,1574,2000,0
290000,2,1,1,33,2,0,88176,21956,1354,3213,1
180000,2,2,2,39,-1,-1,671,671,671,671,1
360000,2,1,1,43,-1,0,17412,18455,1328,1637,0
260000,2,3,2,40,0,-1,260,3000,3000,0,0
200000,2,2,2,46,-2,-2,430,430,430,430,0
290000,2,2,2,38,-2,-2,0,130,130,0,0
50000,2,2,1,36,1,3,17292,18705,2000,0,0
10000,2,2,1,37,-1,-1,5050,3704,5011,6222,0
180000,2,1,1,39,2,-1,1343,437,438,2308,1
150000,2,2,2,39,0,0,22724,21019,3221,1602,0
250000,2,1,2,44,-1,-1,891,-33,0,0,0
130000,2,2,2,37,2,2,82640,85505,5000,4200,1
540000,2,1,2,37,0,0,4696,6579,2033,1485,0
320000,2,1,1,42,0,0,212883,197352,9000,9000,0
440000,2,2,1,39,0,0,58639,66698,30000,2000,0
80000,2,2,2,40,0,0,79390,79835,3200,4300,0
120000,2,2,1,36,1,-2,0,0,0,1100,1
230000,2,2,1,35,0,0,68755,35137,1607,4305,0
60000,2,3,2,37,0,0,53867,54971,2000,3200,0
290000,2,4,1,49,-1,-1,3950,0,0,0,0
130000,2,2,1,49,1,-2,0,-390,0,1560,0
180000,2,2,2,46,-2,-2,1905,2453,2453,6997,0
140000,2,3,1,42,0,0,138391,135476,6300,6500,1
500000,2,1,2,44,0,0,120452,190135,100000,50000,0
300000,2,2,1,42,0,0,168796,165430,7010,6000,0
210000,2,2,1,42,-2,-2,0,0,0,0,0
150000,2,2,1,49,-1,-1,575,25622,25622,4992,0
360000,2,2,1,37,-2,-2,10072,7728,7728,2344,0
250000,2,2,1,36,0,0,107476,87000,5143,10025,0
30000,2,3,2,44,0,0,21007,27506,7200,0,0
200000,2,1,1,42,-1,-1,796,770,770,0,0
130000,2,2,1,35,0,0,128649,100902,5500,7328,0
290000,2,3,1,49,0,0,52894,0,21560,0,0
100000,2,3,1,35,-1,0,50327,51326,1835,1902,0
40000,2,3,1,43,-1,-1,780,177,177,1583,0
130000,2,3,1,39,0,0,91982,99328,8900,0,1
160000,2,3,1,34,-2,-2,717,594,597,1223,0
150000,2,1,2,35,-2,-2,0,26660,26660,858,0
130000,2,2,2,45,-1,0,131221,128161,10006,5069,0
180000,2,2,1,39,-2,-2,0,0,0,0,1
150000,2,2,2,30,0,0,61785,63150,3000,6000,0
100000,2,2,2,31,-2,-2,4576,1872,1872,2517,1
30000,2,2,2,31,0,0,26830,30900,5000,0,0
160000,2,1,2,25,-1,0,6087,1934,1000,11426,0
50000,2,2,2,28,-1,3,1876,1690,0,0,1
130000,2,2,1,29,0,0,67260,69269,4000,5000,0
140000,2,3,2,31,0,0,137254,92636,3320,3500,0
340000,2,3,1,32,0,-1,11049,57301,57301,3000,0
340000,2,2,1,33,-2,-1,1632,3121,2027,39774,0
90000,2,2,2,35,2,2,89282,91247,6201,0,0
300000,2,2,1,42,0,0,281000,291482,15000,12039,0
50000,2,2,2,25,0,0,37034,37698,1586,1624,0
50000,2,2,1,37,0,0,48890,49083,1787,2247,0
100000,2,2,1,42,-2,-2,0,0,0,3168,0
20000,2,3,2,40,3,3,18244,17670,0,0,0
160000,2,1,2,30,0,0,86454,61510,3000,3000,1
390000,2,2,1,32,-1,-1,2075,0,0,682,0
30000,2,3,1,39,-1,2,1937,640,0,1751,1
20000,2,2,1,46,1,2,3098,2901,0,1000,1
210000,2,2,2,31,0,0,168161,133113,5000,5032,0
300000,2,4,1,31,-2,-2,0,0,0,0,0
220000,2,1,2,31,-1,-1,232,0,0,0,0
270000,2,1,2,33,0,0,68589,58751,6000,2028,0
90000,2,2,1,40,2,2,4918,4694,0,2100,1
360000,2,2,2,27,0,0,214711,179651,10440,13360,0
300000,2,1,2,29,1,-2,0,0,0,0,0
310000,2,2,2,31,0,0,313956,314859,11000,12500,1
130000,2,2,2,31,0,0,95292,97544,4600,4000,0
80000,2,1,1,29,-1,-1,2175,358,358,1872,0
280000,2,2,1,34,-2,-2,6398,8321,8331,12805,0
80000,2,3,2,44,0,0,45412,32091,1900,5400,1
130000,2,3,2,39,1,2,4867,3189,0,2946,0
270000,2,1,1,42,-1,-1,1870,0,0,8091,0
20000,2,2,1,41,-1,-1,958,1546,1546,1156,0
260000,2,1,1,36,0,0,122825,88273,5000,6000,0
170000,2,2,2,47,0,0,62927,36885,1566,1606,0
160000,2,1,2,35,-1,-1,19082,2815,2815,27380,0
240000,2,1,2,35,-2,-2,5757,2904,3242,24685,0
170000,2,2,2,36,-2,-2,2848,1941,1941,0,0
500000,2,2,1,40,0,0,215508,214460,10004,10025,0
260000,2,1,1,38,-2,-2,629,622,625,3084,1
150000,2,1,2,36,0,0,43544,47751,5000,5000,0
500000,2,1,1,36,-2,-2,8561,682,1364,15714,1
320000,2,2,2,34,0,0,1800,0,0,312,0
90000,2,2,1,34,0,0,18358,14764,1300,1300,0
300000,2,2,2,43,-2,-2,2936,1669,1676,743,0
200000,2,2,2,36,1,2,73459,76308,4500,4000,0
160000,2,3,1,44,2,2,1500,0,0,0,1
120000,2,1,2,29,-2,-2,0,0,0,0,0
120000,2,1,2,30,2,-1,416,416,416,416,1
90000,2,2,2,30,1,2,88093,85730,0,1984,1
170000,2,2,1,31,-2,-2,6015,7810,7820,26058,1
170000,2,1,2,33,0,0,144031,147135,5500,14000,0
500000,2,1,1,33,-2,-2,10486,32539,32648,11000,0
240000,2,1,2,33,0,0,239278,237018,9582,9963,0
230000,2,2,1,30,0,-1,4942,2554,2554,1000,0
210000,2,2,1,32,-2,-2,0,0,0,0,0
400000,2,1,1,33,-1,-1,10858,15892,16000,2600,0
150000,2,3,1,41,0,0,88818,90585,3241,3358,1
50000,2,1,2,27,-1,-1,6018,0,0,0,0
150000,2,2,1,28,0,-1,12780,850,850,850,1
230000,2,2,2,28,-2,-2,0,0,0,0,1
470000,2,1,1,28,0,0,178262,177644,6100,6000,0
30000,2,2,2,28,3,2,1200,1200,0,0,1
100000,2,3,1,29,1,-2,0,0,0,0,0
30000,2,3,1,34,0,0,8090,0,0,6253,1
110000,2,2,2,40,0,0,96950,93571,3255,3056,0
300000,2,3,1,39,2,0,36656,37672,1929,4000,0
240000,2,3,0,37,-1,-1,374,1823,1823,1788,0
350000,2,2,2,28,1,2,358895,346575,0,14579,1
220000,2,1,2,28,-2,-2,2956,2968,2968,3054,0
400000,2,1,2,35,-2,-2,26930,11187,11187,16596,0
500000,2,2,1,40,0,0,26102,33012,33009,50018,0
280000,2,3,2,48,0,0,166473,167864,7750,5195,0
30000,2,2,1,37,-2,-2,108,709,709,11726,0
20000,2,1,2,49,0,0,16715,16719,1271,1300,0
270000,2,4,2,29,1,-1,-9,3265,3274,6129,0
270000,2,1,2,34,0,0,126642,127741,4500,7028,0
400000,2,2,1,34,0,0,45514,42620,4854,5005,0
320000,2,1,2,39,0,0,91224,93025,10000,10000,0
430000,2,1,2,30,0,0,62774,68284,10284,10806,0
140000,2,2,2,31,1,-2,0,0,0,0,1
70000,2,2,1,31,0,-1,9319,3652,3652,2284,0
110000,2,2,2,31,0,0,7398,2009,1500,1177,0
30000,2,5,1,31,0,0,28731,27927,1656,1545,0
550000,2,2,1,32,2,0,548551,546741,21094,22863,1
310000,2,1,1,47,-1,0,2257,5202,3000,3000,0
130000,2,1,2,32,0,0,126164,126080,6500,7000,0
130000,2,2,1,32,0,0,119720,120066,6000,5000,0
220000,2,2,1,34,0,0,154029,153012,5700,6000,0
300000,2,1,1,35,-2,-2,0,0,0,0,0
110000,2,2,1,35,-1,-1,1245,1245,1245,1490,0
50000,2,2,1,44,1,2,24622,26999,3100,1800,1
300000,2,1,2,40,-1,3,5130,4903,0,0,1
200000,2,2,1,36,-2,-2,3131,207,207,3599,0
360000,2,3,2,38,-1,-1,6904,-507,0,1502,1
500000,2,1,2,34,0,0,80630,80112,3000,3006,0
290000,2,2,1,42,0,0,19281,21654,6654,1476,0
