Year,target_variable,Department,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
2015,"Public Works, Transportation & Commerce",Airport Commission,Museum Preparator,23436,28124.4,1630.88,310.71,30065.99,6378.01,6200.53,2352.34,14930.88,44996.87
2013,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Senior Street Inspector,52509,90499.01,0,0,90499.01,17789.58,12918.25,7451.27,38159.1,128658.11
2014,Public Protection,Superior Court,Fiscal Technician,52011,75267.47,0,0,75267.47,16452.12,13029.14,6256.46,35737.72,111005.19
2016,General City Responsibilities,General Fund Unallocated,Recreation Director,51305,0,0,3302.81,3302.81,0,0,252.66,252.66,3555.47
2014,General Administration & Finance,General Services Agency - City Admin,Med Examiner's Investigator I,12339,49929.46,520.86,981.85,51432.17,10644.96,9413,4215.14,24273.1,75705.27
2014,"Public Works, Transportation & Commerce",Airport Commission,Research Assistant,16419,51410.03,0,0,51410.03,11335.72,9540.15,4241.27,25117.14,76527.17
2016,General Administration & Finance,Mayor,Mayoral Staff IX,42041,56638.22,0,0,56638.22,10540.34,8629.4,9901.97,29071.71,85709.93
2015,General Administration & Finance,City Attorney,IS Trainer-Journey,8989,86795.54,0,0,86795.54,19468.26,12500.56,7133.69,39102.51,125898.05
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Senior Storekeeper,8446,57225.44,0,0,57225.44,12016.57,12918.25,4613.23,29548.05,86773.49
2015,Public Protection,District Attorney,Asst Chf Victim/Wit Invstgtor,42670,66409.93,0,0,66409.93,14895.71,9914.23,5409.4,30219.34,96629.27
2016,Culture & Recreation,Recreation and Park Commission,Assistant Cook,24263,6513,784.99,0,7297.99,0,1945.36,566.73,2512.09,9810.08
2016,Community Health,Public Health,Health Program Planner,20201,93300.31,0,0,93300.31,17363.21,13013.58,7651.79,38028.58,131328.89
2013,Public Protection,Public Defender,Criminal Justice Specialist 2,37085,82938,0,0,82938,16322.92,12918.24,6659.46,35900.62,118838.62
2014,General Administration & Finance,Mayor,Mayoral Staff XI,45817,19959,0,0,19959,4476.79,3012.68,3712.7,11202.17,31161.17
2015,"Public Works, Transportation & Commerce",PUC Wastewater Enterprise,Water Quality Tech III,36325,89028.08,6708.57,0,95736.65,18349.07,12424.5,7629.07,38402.64,134139.29
2015,General Administration & Finance,City Attorney,"Claims Investigator, Ca",31156,110335.99,0,0,110335.99,22740.85,12424.5,8911.55,44076.9,154412.89
2015,Human Welfare & Neighborhood Development,Human Services,Emp & Training Spec 4,24964,30970,0,0,30970,5763.55,4778.65,2492.52,13034.72,44004.72
2013,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Architect,45298,126932,0,4497.58,131429.58,23276.19,12801.79,9634.57,45712.55,177142.13
2013,Community Health,Public Health,Senior Morgue Attendant,46133,73197.03,0,0,73197.03,14383.09,12918.24,6053.46,33354.79,106551.82
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Electric Motor Repair Sprv 1,51245,108038,18093.86,3819.13,129950.99,22266.23,12424.5,9949.5,44640.23,174591.22
2014,Human Welfare & Neighborhood Development,Human Services,Training Officer,34667,51780.02,0,0,51780.02,11515.66,7531.7,4240.62,23287.98,75068
2013,"Public Works, Transportation & Commerce",PUC Hetch Hetchy,Electrical Line Worker,50142,3426,0,68.52,3494.52,745.03,478.43,285.56,1509.02,5003.54
2013,Community Health,Public Health,Mental Hlth Treatment Spec,35574,65310.1,0,0,65310.1,11892.96,9658.46,5293.58,26845,92155.1
2014,Public Protection,Public Defender,Public Defender's Investigator,11991,90435,0,600,91035,19895.29,13054.94,7519.94,40470.17,131505.17
2015,"Public Works, Transportation & Commerce",PUC Public Utilities Commission,Coord Of Citizen Involvement,4405,55799.6,0,711.53,56511.13,712.02,7120.2,4429.49,12261.71,68772.84
2014,"Public Works, Transportation & Commerce",PUC Water Department,Water Conservation Admin,42744,118389.87,0,0,118389.87,25288.1,13034.29,17960.01,56282.4,174672.27
2013,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Sewer Maintenance Worker,14793,57144.98,483.18,543.6,58171.76,10505.09,10918.44,4898.07,26321.6,84493.36
2014,Public Protection,Fire Department,Asst Chf Of Dept (Fire Dept),25347,201566.88,97907.38,29916.28,329390.54,48123.49,15515.28,5405.86,69044.63,398435.17
2014,General Administration & Finance,Treasurer/Tax Collector,IS Business Analyst-Assistant,37234,43156.8,0,0,43156.8,9201.02,8437.58,3476.5,21115.1,64271.9
2016,Community Health,Public Health,Dietetic Technician,39628,6819.15,449.96,0,7269.11,1499.52,1677.24,580.74,3757.5,11026.61
2015,Community Health,Public Health,Occupational Therapist,21783,96113.5,0,0,96113.5,19809.51,12349.84,7732.05,39891.4,136004.9
2013,General Administration & Finance,Retirement System,"Ex Asst To Ex Dir, Retirement",1147,129182.78,0,0,129182.78,24772.87,12918.24,17968.45,55659.56,184842.34
2013,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Soft Floor Coverer,26060,547.06,377.12,34.19,958.37,0,83.73,74.2,157.93,1116.3
2016,"Public Works, Transportation & Commerce",PUC Wastewater Enterprise,Sewer Service Worker,4498,97554.9,13283.74,4389.67,115228.31,18885.03,13068.8,9179.23,41133.06,156361.37
2016,Community Health,Public Health,Surgical Procedures Technician,48381,69619.46,3678.61,1663.29,74961.36,13131.18,13031.39,6070.16,32232.73,107194.09
2015,Community Health,Public Health,Food Service Mgr Administrator,2123,98356.6,0,0,98356.6,20174,12472.29,15763.87,48410.16,146766.76
2015,Public Protection,Superior Court,Ct Comp App Programmer,13340,99510.02,0,2838.6,102348.62,21945.27,10249.5,8190.1,40384.87,142733.49
2014,"Public Works, Transportation & Commerce",PUC Hetch Hetchy,Engineering Assistant,1987,71817.64,11979.86,0,83797.5,15311.54,12512.55,6387.81,34211.9,118009.4
2013,Culture & Recreation,Recreation and Park Commission,Roofer,43777,59822.31,492.4,1750,62064.71,11212.35,10094.27,5431.43,26738.05,88802.76
2015,Community Health,Public Health,Public Health Team Leader,29296,78115,0,8808.11,86923.11,18843.23,12402.67,6939.56,38185.46,125108.57
2015,Community Health,Public Health,Cashier 1,32071,56276,2567.15,1662.65,60505.8,12894.37,12424.5,4949.57,30268.44,90774.24
2014,General Administration & Finance,General Services Agency - City Admin,Contract Compliance Officer 1,8182,94847.44,0,960,95807.44,20426.11,12512.55,7858.41,40797.07,136604.51
2013,Culture & Recreation,Public Library,Dept Head IV,53168,227406.42,0,0,227406.42,43589.4,12918.24,13179.75,69687.39,297093.81
2015,Community Health,Public Health,Cashier 2,44643,60248.01,0,624,60872.01,12546.13,12424.5,5045.82,30016.45,90888.46
2014,General Administration & Finance,Mayor,Mayoral Staff XVII,26121,163515.01,0,0,163515.01,34043.83,12512.55,18891.62,65448,228963.01
2015,General Administration & Finance,General Services Agency - Technology,Senior Comm Systems Technican,34180,3106.1,0,16.8,3122.9,685.16,335.27,269.05,1289.48,4412.38
2015,Community Health,Public Health,Physical Therapist Assistant,6412,88686.01,0,100,88786.01,19892.27,12500.56,7292.8,39685.63,128471.64
2014,Public Protection,Adult Probation,Sprv Adult Probation Ofc,319,103282.56,0,0,103282.56,17648.93,12154.55,1724.2,31527.68,134810.24
2013,"Public Works, Transportation & Commerce",Airport Commission,Custodial Supervisor,32107,3493.72,44.25,11773.82,15311.79,637.55,0,1180.2,1817.75,17129.54
2016,"Public Works, Transportation & Commerce",Municipal Transportation Agency,IS Trainer-Senior,25386,86517.9,0,0,86517.9,16101.04,12570,6638.55,35309.59,121827.49
2015,"Public Works, Transportation & Commerce",Airport Commission,Sr Airport Communications Disp,34447,89224.98,2416.97,6066.7,97708.65,18765.58,12352.82,7902.84,39021.24,136729.89
2013,Public Protection,Superior Court,Fiscal Services Supervisor,42192,63947.39,0,69017.08,132964.47,11325.07,6937.57,13124.15,31386.79,164351.26
2015,"Public Works, Transportation & Commerce",Airport Commission,Steamfitter Supervisor 2,33319,101109.01,27180.13,3033.27,131322.41,20820.86,10035.18,8338.68,39194.72,170517.13
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Transit Planner III,50248,102975.21,0,0,102975.21,23097.29,12261.09,7825.12,43183.5,146158.71
2015,Community Health,Public Health,Sr Cent Proc & Dist Tech,10694,89200.6,1682.16,10269.74,101152.5,21515.47,12500.56,8075.06,42091.09,143243.59
2014,General Administration & Finance,General Services Agency - City Admin,Senior Purchaser,29775,33280.04,0,0,33280.04,0,4167.85,2576.55,6744.4,40024.44
2014,Public Protection,Police,Assistant Inspector 2,27995,34203.75,3302.3,1866.58,39372.63,6992.28,3146.12,658.96,10797.36,50169.99
2016,Public Protection,Superior Court,Ct Comp Facilities Coord,13340,127908.41,0,3000,130908.41,23189.88,13068.8,10047.68,46306.36,177214.77
2014,Public Protection,Superior Court,"Counselor, Family Court Svc",15634,61950.54,0,3721.53,65672.07,14349.41,7780.43,5327.19,27457.03,93129.1
2015,Public Protection,Adult Probation,Deputy Probation Officer SFERS,36560,7051.2,0,0,7051.2,1581.58,1245.26,116.1,2942.94,9994.14
2016,General Administration & Finance,General Services Agency - City Admin,Customer Service Agent Trainee,10666,18927.83,14.39,94.79,19037.01,0,4059.07,1477.58,5536.65,24573.66
2014,Community Health,Public Health,Medical Records Tech Sprv,30430,81274.98,5382.83,618.08,87275.89,17459.58,12512.55,7141.59,37113.72,124389.61
2016,Community Health,Public Health,Chef,23540,0,0,2000,2000,0,0,158.4,158.4,2158.4
2015,Community Health,Public Health,Anesthetist,3353,49361.1,0,1187.92,50549.02,10146.65,2344.53,3919.21,16410.39,66959.41
2014,Human Welfare & Neighborhood Development,Human Services,Program Specialist Supervisor,26214,94147.84,0,0,94147.84,20072.34,12512.55,7627.84,40212.73,134360.57
2013,Community Health,Public Health,Dental Hygienist,51756,27503.84,0,0,27503.84,5442.37,4597.94,2270.04,12310.35,39814.19
2014,Culture & Recreation,Recreation and Park Commission,Recreation Supervisor,47410,22999.01,0,53.01,23052.02,5170.57,3514.79,1898.39,10583.75,33635.77
2014,Community Health,Public Health,IS Engineer-Assistant,20579,101662.58,0,9030.11,110692.69,22199.16,12652.87,8829.45,43681.48,154374.17
2013,Human Welfare & Neighborhood Development,Human Services,Specialist In Aging 2,45789,89829.1,0,648,90477.1,17773.39,12918.25,7481.23,38172.87,128649.97
2014,General Administration & Finance,Assessor/Recorder,Personal Property Auditor,6434,22397.8,0,2917.44,25315.24,4809.31,4267.96,2007.53,11084.8,36400.04
2015,Community Health,Public Health,Nutritionist,3778,78997.44,0,1320,80317.44,18015.18,12195.22,6371.7,36582.1,116899.54
2014,"Public Works, Transportation & Commerce",Airport Commission,Plumber Supervisor 1,53569,108334.98,5587.24,11349.79,125272.01,24376.33,12496.97,9236.72,46110.02,171382.03
2014,"Public Works, Transportation & Commerce",Department of Building Inspection,Chief Building Inspector,22962,131423.96,0,6571.22,137995.18,29481.04,12930.03,9940.59,52351.66,190346.84
2015,General Administration & Finance,Controller,Prnpl Admin Analyst II,50179,123150.1,0,0,123150.1,27019.19,12500.56,9671.68,49191.43,172341.53
2015,Community Health,Public Health,Assistant Health Educator,46520,51682.74,0,800,52482.74,11771.84,8510.44,4122.37,24404.65,76887.39
2014,"Public Works, Transportation & Commerce",Municipal Transportation Agency,"Manager V, MTA",23620,30311.36,0,0,30311.36,0,2945.35,2346.71,5292.06,35603.42
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,"Sprv, Traffic & Street Signs",18489,95006.02,4312.32,0,99318.34,18675.67,12918.26,8151.76,39745.69,139064.03
2015,Culture & Recreation,Recreation and Park Commission,Park Patrol Officer,23379,51653.2,16660.86,4836.53,73150.59,11813.61,10990.9,5894.28,28698.79,101849.38
2013,General Administration & Finance,General Services Agency - City Admin,Senior Industrial Hygienist,2650,127971.55,0,0,127971.55,24516.51,12918.24,9492.73,46927.48,174899.03
2013,General Administration & Finance,Retirement System,Special Assistant 15,6904,85235.93,0,0,85235.93,15095.26,8166.31,14299.16,37560.73,122796.66
2013,"Public Works, Transportation & Commerce",PUC Wastewater Enterprise,Sprv Wastewater Cont Inspector,46882,98982.02,2641.1,0,101623.12,18024.53,12801.79,7965.82,38792.14,140415.26
2013,Public Protection,Juvenile Probation,"Director, Juvenile Hall",13314,30557.7,0,0,30557.7,5221.72,3349.18,526.84,9097.74,39655.44
2014,"Public Works, Transportation & Commerce",Department of Building Inspection,Building Plans Engineer,49727,142878.93,0,0,142878.93,29747.45,12512.55,9707.39,51967.39,194846.32
2016,Culture & Recreation,Public Library,Public Service Aide-Technical,53200,530,0,0,530,0,261.87,44.43,306.3,836.3
2014,"Public Works, Transportation & Commerce",Airport Commission,Airport Emerg Planning Coord,10484,93249.35,0,0,93249.35,19880.76,12512.55,12611.4,45004.71,138254.06
2013,Public Protection,Public Defender,Legal Process Clerk,34312,54660.49,0,1578.86,56239.35,11024.35,12336.09,4658.43,28018.87,84258.22
2014,"Public Works, Transportation & Commerce",General Services Agency - Public Works,"Area Sprv Parks, Squares & Fac",27396,91596.2,0,0,91596.2,19528.32,12464.61,16191.3,48184.23,139780.43
2014,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Sr Fare Collections Receiver,31439,70348.02,806.4,1837.8,72992.22,15510.56,13054.94,5775.14,34340.64,107332.86
2014,General Administration & Finance,General Services Agency - City Admin,Customer Service Agent Supv,18849,79569.5,225.9,5257.35,85052.75,17198.39,12512.55,6921.3,36632.24,121684.99
2013,General Administration & Finance,Assessor/Recorder,Assessment Clerk,38842,523.5,0,0,523.5,95.33,0,50.63,145.96,669.46
2015,General City Responsibilities,General Fund Unallocated,Assistant Recreation Director,53784,1786.2,0,0,1786.2,308.49,0,141.11,449.6,2235.8
2015,Public Protection,Department of Emergency Management,Emergency Services Coord III,41015,92251.74,0,2224.31,94476.05,20692.06,12506.54,7505.54,40704.14,135180.19
2013,"Public Works, Transportation & Commerce",Port,Fusion Welder,20504,97149.5,0,2580.47,99729.97,19609.66,12918.25,8153.74,40681.65,140411.62
2015,General Administration & Finance,Board of Supervisors,Legislation Clerk,34476,42908.43,117.45,2349.78,45375.66,9624.39,6546.76,3613.33,19784.48,65160.14
2013,General Administration & Finance,Board of Supervisors,"Asst Clk, Board Of Supervisors",12336,83539.24,1412.98,0,84952.22,15212.48,12801.79,6881.8,34896.07,119848.29
2013,"Public Works, Transportation & Commerce",Airport Commission,Curator 3,20864,22417.52,0,0,22417.52,4082.25,3692.82,1870.8,9645.87,32063.39
2014,General Administration & Finance,General Services Agency - Technology,Media Production Supv,40372,79030.45,0,159.86,79190.31,17305.98,12218.99,5865.14,35390.11,114580.42
2016,Community Health,Public Health,Microbiologist,11195,71078.4,0,0,71078.4,13227.68,11672.14,5625.68,30525.5,101603.9
2014,Community Health,Public Health,IS Administrator 1,894,3940.5,0,0,3940.5,840.12,719.12,299.18,1858.42,5798.92
2014,"Public Works, Transportation & Commerce",PUC Water Department,Lab Svcs Mgr,2808,134946.02,0,0,134946.02,28823.16,13054.94,9874.64,51752.74,186698.76
2013,Human Welfare & Neighborhood Development,Human Services,Senior Estate Investigator,41857,36520,0,0,36520,7786.02,5262.99,2976.85,16025.86,52545.86
2014,"Public Works, Transportation & Commerce",PUC Public Utilities Commission,Executive Contract Employee,43975,246928.4,0,0,246928.4,52741.79,13054.94,20085.55,85882.28,332810.68
2014,General Administration & Finance,General Services Agency - City Admin,Animal Care Asst Supv,36047,59235.1,0,1114.93,60350.03,12866.6,12512.55,4975.29,30354.44,90704.47
2016,General Administration & Finance,Retirement System,Senior Benefits Analyst,15245,71594.4,0,520,72114.4,13420.46,10425.12,5876.84,29722.42,101836.82
2013,Community Health,Public Health,Senior Health Program Planner,24777,25104,0,0,25104,5352.16,3827.63,1963.33,11143.12,36247.12
2015,General Administration & Finance,Health Service System,Sr Employee Asst Counselor,35116,53567.01,0,19550,73117.01,12015.05,6546.76,5802.96,24364.77,97481.78
2013,Public Protection,Police,Crime Lab Mgr,2170,97076.01,0,16137.87,113213.88,17783.77,8612.16,9034.65,35430.58,148644.46
2013,"Public Works, Transportation & Commerce",Department of Building Inspection,Housing Inspector,34104,105742,0,0,105742,18727.01,12801.79,8717.68,40246.48,145988.48
2016,Public Protection,Superior Court,Building Services Technician,16524,86768.65,0,3613.21,90381.86,16261.72,12744.71,7503.59,36510.02,126891.88
2015,"Public Works, Transportation & Commerce",PUC Wastewater Enterprise,Sewage Treatment Plant Supt,41117,147862.02,0,0,147862.02,29758.89,12424.49,10268.84,52452.22,200314.24
2015,General Administration & Finance,Health Service System,Employee Assistance Counselor,48918,26684.2,0,0,26684.2,4965.95,3679.56,2107.5,10753.01,37437.21
2014,Public Protection,District Attorney,"Prdainvest,Specunit (SFERS)",21575,67330.14,0,0,67330.14,0,6615.34,5221.23,11836.57,79166.71
2016,Public Protection,District Attorney,Chf Payroll & Personnel Clerk,27305,31261.21,0,0,31261.21,5817.67,5437.02,2435.7,13690.39,44951.6
2016,Public Protection,Adult Probation,Probation Assistant,24581,24892,0,0,24892,5473.7,6334.88,2013.36,13821.94,38713.94
2014,Community Health,Public Health,Speech Pathologist,44401,98898.8,0,0,98898.8,21375.89,11918.91,8080.21,41375.01,140273.81
2015,Culture & Recreation,Asian Art Museum,Curator 4,52562,81418.5,0,0,81418.5,18262.11,9818.45,6592.99,34673.55,116092.05
2013,General Administration & Finance,Board of Supervisors,"Member, Board Of Supervisors",20952,55504.69,0,0,55504.69,10107.42,6720.94,8793.88,25622.24,81126.93
2013,Public Protection,Adult Probation,IS Trainer-Assistant,7145,59585.91,0,0,59585.91,10850.65,12801.79,4461.25,28113.69,87699.6
2014,Public Protection,District Attorney,Dist Atty Investigator (SFERS),2780,77579.84,705.85,4654.19,82939.88,18061.2,11197.12,1587.66,30845.98,113785.86
2015,General Administration & Finance,Retirement System,Mail & Reproduction Svc Sprv,35235,76439.81,0,0,76439.81,15722.61,11815.17,6094.66,33632.44,110072.25
2014,Public Protection,Sheriff,Security Guard,6689,48961.05,20562.98,8552.03,78076.06,13374.79,12392.69,5845.76,31613.24,109689.3
2014,Public Protection,Juvenile Probation,Transcriber Typist,48585,58792.23,0,626.4,59418.63,12668.05,12512.55,4908.12,30088.72,89507.35
2014,Public Protection,District Attorney,Victim/Witness Investigator 2,836,43587.01,0,0,43587.01,9292.74,7323.2,3607.93,20223.87,63810.88
2014,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Senior Power House Operator,12719,84691,20758.89,1476.3,106926.19,18508.6,13054.94,8671.7,40235.24,147161.43
2013,"Public Works, Transportation & Commerce",PUC Hetch Hetchy,Sr Power Generation Tech,12891,104633.3,23084.81,6082.26,133800.37,19120.09,12764.87,9750.64,41635.6,175435.97
2014,"Public Works, Transportation & Commerce",Port,Project Manager 1,24945,21580.75,0,0,21580.75,0,2290.89,1670.78,3961.67,25542.42
2013,Public Protection,Sheriff,Assistant Sheriff,4698,167681.62,0,9970.24,177651.86,34784.17,12801.79,2905.42,50491.38,228143.24
2016,Culture & Recreation,Asian Art Museum,Senior Museum Registrar,3392,84993.42,0,628.8,85622.22,15934.28,13068.8,6964.16,35967.24,121589.46
2014,"Public Works, Transportation & Commerce",PUC Hetch Hetchy,Line Inspector,5865,109163.02,363.74,0,109526.76,23316.25,13054.93,8296.78,44667.96,154194.72
2015,"Public Works, Transportation & Commerce",Airport Commission,Auto Machinist Asst Sprv,1629,97793,11910.59,600,110303.59,20267.12,12424.5,8809.67,41501.29,151804.88
2014,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Cement Finisher Supervisor 1,47217,99504.03,8762.28,602.02,108868.33,21874.84,12996.83,8871.92,43743.59,152611.92
2014,Culture & Recreation,Recreation and Park Commission,Crafts Instructor,6893,6792.69,0,6815.56,13608.25,1490.78,0,1058.51,2549.29,16157.54
2013,"Public Works, Transportation & Commerce",Airport Commission,Airport Electrician Supervisor,12571,16824,0,21281.31,38105.31,3277.48,1913.81,2848.61,8039.9,46145.21
2015,Community Health,Public Health,Porter Supervisor 1,33974,68308.92,4938.87,6486.84,79734.63,14347.83,12376.71,6277.4,33001.94,112736.57
2014,Culture & Recreation,Asian Art Museum,Librarian 2 - Asian Arts,45621,89240.4,0,626.4,89866.8,19159.62,12512.55,6631.19,38303.36,128170.16
2014,Public Protection,Sheriff,Sheriff's Property Keeper,28631,14801.7,0,0,14801.7,0,3892.19,1145.95,5038.14,19839.84
2014,Public Protection,Juvenile Probation,"Sprv Prob Ofc, Juv Court",24245,106330.8,0,0,106330.8,18169.8,12512.55,1768.66,32451.01,138781.81
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Transit Information Clerk,7539,51738.86,0,0,51738.86,11605.02,9546.82,4325.64,25477.48,77216.34
2013,"Public Works, Transportation & Commerce",PUC Public Utilities Commission,Supv Biologist,20534,4299.01,0,0,4299.01,761.35,492.38,359.92,1613.65,5912.66
2015,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Urban Forestry Inspector,31833,61628,0,0,61628,12677.73,12424.5,4922.66,30024.89,91652.89
2016,General Administration & Finance,General Services Agency - City Admin,Aprnt  Stationary Engineer I,29333,41106.5,10795.95,0,51902.45,9039.29,9402.56,4162.12,22603.97,74506.42
2014,Community Health,Public Health,Respiratory Care Practitioner,34578,16236.56,0,200,16436.56,3461.62,2873.96,1346.28,7681.86,24118.42
2013,"Public Works, Transportation & Commerce",Economic and Workforce Development,Mayoral Staff XII,35594,1641,0,0,1641,298.83,246.19,127.05,672.07,2313.07
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Transit Traffic Checker,17215,32806.26,724.01,1284.03,34814.3,7535.89,5922.55,2910.04,16368.48,51182.78
2015,Public Protection,Fire Department,"Insp, Fire Dept",38267,135118.5,37108.5,8107.11,180334.11,30887.49,12512.53,3033.07,46433.09,226767.2
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,IS Operator-Analyst,39798,29253.02,0,0,29253.02,5326.97,5169.97,2375.73,12872.67,42125.69
2013,General Administration & Finance,Assessor/Recorder,Document Examiner Technician,11543,24424.5,242.53,228,24895.03,4489.22,4677.58,2109.02,11275.82,36170.85
2015,Human Welfare & Neighborhood Development,Department of the Status of Women,Dept Head I,35260,148541.6,0,0,148541.6,29866.2,12424.5,25285.81,67576.51,216118.11
2013,General Administration & Finance,Assessor/Recorder,Senior Assessment Clerk,7917,4974.2,0,0,4974.2,887.46,1063.47,450.97,2401.9,7376.1
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,"Deputy Dir II, MTA",36609,195070,0,0,195070,34546.9,12801.79,15894.02,63242.71,258312.71
2014,General Administration & Finance,Controller,Personnel Trainee,8646,13488,0,0,13488,3025.34,3012.68,1071.36,7109.38,20597.38
2016,Community Health,Public Health,Accountant I,27925,0,0,183.75,183.75,0,316.13,14.42,330.55,514.3
2014,General Administration & Finance,General Services Agency - City Admin,Training Coordinator,52772,3799,0,0,3799,809.95,502.11,647.24,1959.3,5758.3
2014,Community Health,Public Health,Inventory Clerk,28632,52227,3026.77,5156.45,60410.22,13478.35,13054.94,4841.43,31374.72,91784.94
2013,Community Health,Public Health,Senior Occupational Therapist,19587,71493.76,0,0,71493.76,12661.49,7718.01,6462.05,26841.55,98335.31
2014,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Apprentice Cement Mason I,51974,21977.56,0,0,21977.56,0,5196.86,1700.14,6897,28874.56
2014,"Public Works, Transportation & Commerce",Municipal Transportation Agency,"Deputy Dir I, MTA",19108,185535.3,0,0,185535.3,38628.44,12512.55,18278.21,69419.2,254954.5
2014,Public Protection,Sheriff,Stores & Equip Asst Sprv,141,64571.6,47.49,0,64619.09,14114.56,13054.94,4724.22,31893.72,96512.81
2015,"Public Works, Transportation & Commerce",Port,Maritime Marketing Repr,20944,116279.24,0,0,116279.24,25511.56,12500.56,9149.94,47162.06,163441.3
2014,Community Health,Public Health,Epidemiologist 2,30440,78599.2,0,0,78599.2,16757.31,9971.69,5929.62,32658.62,111257.82
2013,General Administration & Finance,Health Service System,Court Administrative Secretary,20234,0,0,1693,1693,0,0,0,0,1693
2013,"Public Works, Transportation & Commerce",PUC Water Department,"Chf Statnry Eng,Wtrtreat Plnt",46898,109856.56,13407.11,17197.32,140460.99,20984.71,12801.79,9916.84,43703.34,184164.33
2015,General Administration & Finance,Treasurer/Tax Collector,Collections Officer,29412,4374.29,0,0,4374.29,981.15,952.75,348.96,2282.86,6657.15
2015,General Administration & Finance,General Services Agency - City Admin,Janitorial Services Supervisor,8204,74807.44,938.54,11242.96,86988.94,16908.85,12500.56,6798.48,36207.89,123196.83
2014,"Public Works, Transportation & Commerce",PUC Water Department,Carpenter Supervisor 1,19626,42265.01,0,0,42265.01,9010.89,5081.73,3478.6,17571.22,59836.23
2013,General Administration & Finance,Board of Supervisors,Special Assistant 3,14616,39570,0,0,39570,4457.7,10047.53,3075.58,17580.81,57150.81
2014,General Administration & Finance,Assessor/Recorder,Pr Real Property Appraiser,26815,108671.48,0,2200,110871.48,23057.41,12512.55,8928.77,44498.73,155370.21
2015,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Heavy Equip Ops Asst Sprv,5183,103254.5,0,0,103254.5,23159.91,12500.54,8182.79,43843.24,147097.74
2016,"Public Works, Transportation & Commerce",PUC Wastewater Enterprise,Regulatory Specialist,14551,52366.73,0,0,52366.73,9745.43,6284.75,4265.37,20295.55,72662.28
2014,Community Health,Public Health,Disease Control Investigator,46599,71066.02,0,920,71986.02,15731.5,13054.92,5876.99,34663.41,106649.43
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Prpl Permit And Citation Clerk,46073,0,0,921.79,921.79,0,0,70.52,70.52,992.31
2014,"Public Works, Transportation & Commerce",PUC Water Department,Biologist III,1252,66476.02,0,0,66476.02,14428.22,8245.71,5110.22,27784.15,94260.17
2014,Culture & Recreation,Recreation and Park Commission,Emergency Services Coord I,30246,0,0,-2210.21,-2210.21,0,0,-169.08,-169.08,-2379.29
2015,"Public Works, Transportation & Commerce",PUC Hetch Hetchy,Power Generation Technician 1,9828,87945.84,13634.34,6432.27,108012.45,20461.4,11937.79,8677.02,41076.21,149088.66
2014,General Administration & Finance,Controller,Perf Analyst III Project Mgr,14058,122222.43,0,0,122222.43,25446.72,12512.55,9333.45,47292.72,169515.15
2016,Public Protection,Superior Court,Court Reporter Coordinator,389,134956.21,0,3000,137956.21,24467.65,13068.8,33902.64,71439.09,209395.3
2013,Public Protection,Sheriff,Sheriff's Captain,39070,150712.01,3205.41,13521.85,167439.27,31276.55,12918.25,2811.52,47006.32,214445.59
2016,General Administration & Finance,General Services Agency - City Admin,Supervising Purchaser,24348,95686.75,0,23328.99,119015.74,17868.49,9627.02,8941.76,36437.27,155453.01
2015,"Public Works, Transportation & Commerce",Airport Commission,Steamfitter,34614,99719.32,908.35,3204.58,103832.25,23085.8,12500.56,8563.35,44149.71,147981.96
2014,General Administration & Finance,General Services Agency - Technology,Asst Electronic Main Tech,31747,11732,1484.83,0,13216.83,2631.48,2008.45,1038.59,5678.52,18895.35
2013,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Glazier,10127,40137.54,0,2162.61,42300.15,6164.05,6263.88,3490.29,15918.22,58218.37
2013,Culture & Recreation,Recreation and Park Commission,Recreation Specialist,45882,6033.51,0,0,6033.51,0,1634.07,600.01,2234.08,8267.59
2015,"Public Works, Transportation & Commerce",PUC Water Department,"Aprntcstatnry Eng,Wtrtreatplnt",9816,86221.98,12509.1,2923.87,101654.95,19754.34,11822.24,8295.78,39872.36,141527.31
2013,General Administration & Finance,Controller,Performance Analyst II,12759,57457.27,0,0,57457.27,10728.69,8133.71,4657.1,23519.5,80976.77
